fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.9899226542320736,0.9992255667359706,-1.0262322971534452,-0.6614171065025279,-0.24498240875671162,-0.9469641035946809,-0.9743231273480225,-0.2972455155614968,0.8246169167733358,-0.46852057987147205,0.2541376549900238,5
-0.416822115352144,-0.7891187338835839,0.19979366847860752,-0.16992254608056168,-0.12179924428140734,0.6756732981660223,0.7624237956349241,0.7560586704389888,1.3381123430672017,-0.0528602133887044,-0.6811270452290044,5
-0.9899226542320736,1.7656588384300655,-1.2305699580921208,-0.16992254608056168,-0.5940013747700734,1.534716628509924,0.0491170236954996,-0.8238976085617395,1.3381123430672017,-0.5872806845808336,1.7505611753404702,7
-0.47413216924013674,3.3269117992884074,-0.8729790514494387,0.3917855229731144,-0.03967713463120479,-1.042413362521781,-1.067363141079252,-0.5079063527615705,1.4664861996406682,-0.3497604751621099,0.7217700050995378,4
-1.1045427620080592,-0.3349360543611575,0.6595534055906275,-0.09970903744885212,-0.34763504581946514,-0.7560655857404804,-0.8502697757063835,-0.24458030626147836,1.5948600562141346,0.4221802054487437,0.1606111849681213,6
2.219440363495532,-0.27816321942085415,1.3747352188759916,0.04071797981456697,-0.06020766204375522,0.29387626245762155,0.5453304302620557,1.7040324378394376,-1.3577386449755915,-0.29038042280742876,0.0670847149462188,6
-0.47413216924013674,-0.8458915688238873,1.527988464579998,-0.16992254608056168,0.37093341361980914,-1.042413362521781,-1.067363141079252,-0.37624332951152445,0.3111214904794699,-0.6466607369355147,0.9088229451433445,6
0.6720689085197226,-0.7891187338835839,0.7106378208252961,4.464169023612265,-0.3886961006445663,0.1984270035305214,-0.23000301749818824,0.9614529867090841,-0.1381870075276613,0.8972206242861924,0.4411905950338304,7
0.38551863907975775,0.28956512998217904,-0.10671282292940566,0.18114499707798576,-0.2655129361692623,-0.6606163268133803,1.7858639466784463,0.5401313123088781,-0.5233085772480607,-0.5279006322261531,-0.6811270452290044,5
0.328208585191765,1.9643637607211275,-0.7197258057454321,0.6375328031840977,0.0013839201938966302,-1.1378626214488812,-1.0053364652584322,1.3880411820392684,0.8246169167733358,-0.824800893999558,1.002349415165247,5
-0.015651738136192618,-1.5271655881075272,0.5063001598866207,-0.801844123765947,-0.24498240875671162,-0.7560655857404804,-0.7262164240647444,0.3347369960387829,-0.33074779238786245,0.24404004838470042,-0.7746535152509069,6
-0.9326126003440803,-1.4136199182269205,0.046540422774601076,-0.09970903744885212,-1.5589361631599559,1.916513664218325,1.6618105950368072,-3.225431152642849,-0.33074779238786245,-1.5967415746104117,1.1894023552090518,7
-1.1045427620080592,2.0211365956614307,-1.3838232037961273,-0.16992254608056168,1.602765058372851,-0.9469641035946809,-1.067363141079252,-0.6606354597316474,1.5948600562141346,-0.884180946354239,0.3476641250119279,5
0.5001387468557432,0.3463379649224824,-0.1577972381640746,0.5322125402365332,0.26828077655705584,0.38932552138472176,0.018103685785089838,1.0720499262391578,-0.33074779238786245,0.0658998913206578,-0.7746535152509069,5
-0.7033723847921088,0.8005206444449094,-1.3838232037961273,-0.16992254608056168,-0.10126871686885663,0.1984270035305214,-0.6021630724231054,0.48219958207888125,0.8246169167733358,-0.7060407892901958,-0.9617064552947118,5
1.6463398246156025,-0.7323458989432805,1.170397557937316,-0.38056307197569,0.22721972173195445,0.29387626245762155,0.11114369951631912,0.561197396028909,-1.3577386449755915,-0.46852057987147205,-0.026441755075683675,5
-0.7033723847921088,-1.0162100736447974,0.0976248380092697,-0.02949552881714258,0.1656281394943023,0.38932552138472176,0.20418371324754842,-0.2972455155614968,0.6962430601998694,-0.0528602133887044,0.5347170650557329,6
-0.30220200757615795,0.658588557094151,-1.3838232037961273,2.076909730134142,-0.03967713463120479,-1.042413362521781,-0.8812831136167932,0.966719507639121,0.5678692036264029,-0.6466607369355147,-0.7746535152509069,6
-0.7033723847921088,0.9140663143255155,-1.1794855428574518,-0.31034956334398045,-0.409226628057117,0.29387626245762155,-0.6021630724231054,0.18727440999874295,0.8246169167733358,0.0658998913206578,-0.5876005752071002,5
-1.2764729236720385,1.055998401676274,-0.8729790514494387,0.04071797981456697,-0.7171845392453775,-0.27881929110497955,-0.6021630724231054,-1.656007915502136,1.6590469845008664,-0.9435609987089202,1.3764552952528586,5
-0.2448919536881647,0.28956512998217904,-0.20888165339874334,-0.16992254608056168,-0.24498240875671162,0.6756732981660223,1.4757305675743486,0.05034486581865994,-0.6516824338215272,-0.46852057987147205,-0.8681799852728094,6
-0.30220200757615795,0.9708391492658189,-1.0773167123881142,-0.45077658060739956,-0.18339082651905947,0.38932552138472176,-0.3540563691398273,-0.25511334812143527,0.5678692036264029,0.1846599960300193,0.4411905950338304,5
-0.2448919536881647,0.9140663143255155,-0.3110504838680812,-0.31034956334398045,-0.16286029910650876,1.6301658874370244,2.933357449363607,-0.2972455155614968,-0.39493472067459423,-0.884180946354239,-0.49407410518519773,5
-0.416822115352144,2.390160022773402,-1.2305699580921208,-0.38056307197569,0.04244497501899805,-0.8515148446675807,-0.8192564377959737,-0.4552411434615521,-0.715869362108259,-0.5872806845808336,-0.7746535152509069,5
-1.3910930314480239,0.45988363480308914,-0.9751478819187763,-0.31034956334398045,-0.34763504581946514,0.007528485676321012,-0.6952030861543347,-1.5822766224820868,1.5948600562141346,0.6597004148674681,0.6282435350776353,6
1.073239285735673,-1.3568470832866173,1.119313142702647,0.04071797981456697,-0.5940013747700734,-1.042413362521781,-1.036349803168842,0.4400674146388782,-1.678673286409259,0.4815602578034248,0.0670847149462188,7
-0.8753025464560876,0.6302021396239993,-1.3838232037961273,0.11093148844627652,0.7199523796331709,-0.08792077325077917,-0.41608304496064685,-0.7291002318216596,0.8246169167733358,-0.1716203180980666,0.815296475121442,6
0.328208585191765,0.45988363480308914,1.119313142702647,-0.38056307197569,3.737939909278123,0.6756732981660223,1.9719439741409048,0.229406577438746,-1.2293647884021248,2.1442017237344944,-1.0552329253166144,5
-0.3595120614641507,0.28956512998217904,-1.3327387885614586,-0.5209900892391089,0.0013839201938966302,-0.3742685500320797,-0.8812831136167932,-0.5711046039216043,0.05437377733253698,-0.5872806845808336,0.0670847149462188,7
-1.4484030853360172,2.7307970324152224,1.987748201692018,-0.38056307197569,-1.0046119230210873,-0.08792077325077917,1.28965054011189,-1.6823405201521453,2.236729339081467,-0.3497604751621099,1.002349415165247,6
-0.7606824386801015,1.1695440715568808,-1.128401127622783,-0.38056307197569,-0.14232977169395805,-0.27881929110497955,0.23519705115795816,-0.08658467836136459,0.503682275339671,-0.5279006322261531,-0.5876005752071002,5
-0.3595120614641507,-1.4703927531672238,2.089917032161356,0.6726395574999523,5.544626321582584,-1.042413362521781,-1.1293898169000713,0.229406577438746,-0.39493472067459423,2.500482037862581,-0.49407410518519773,7
1.1878593935116595,-0.5620273941223707,1.170397557937316,-0.16992254608056168,-0.409226628057117,-0.27881929110497955,-0.8502697757063835,-0.40257593416153364,-1.3577386449755915,1.2535009384142783,0.9088229451433445,6
-0.30220200757615795,0.3463379649224824,-0.46430372957208776,-0.16992254608056168,-0.24498240875671162,0.1029777446034212,0.23519705115795816,0.3874022053388598,0.760429988486604,-0.409140527516791,-0.4005476351632953,5
-0.8179924925680944,-0.22139038448055073,-0.8729790514494387,-0.16992254608056168,-0.28604346358181304,-0.3742685500320797,-0.5091230586918761,-0.4552411434615521,0.6962430601998694,-0.46852057987147205,-0.2134946951194903,6
